word1,word2,direction
sensitize,change,hyponym_to_hypernym
pop,drink,hyponym_to_hypernym
sizzle,resound,hyponym_to_hypernym
miscegenate,cohabit,hyponym_to_hypernym
blitzkrieg,war,hyponym_to_hypernym
corral,arrange,hyponym_to_hypernym
clapboard,cover,hyponym_to_hypernym
cater,provide,hyponym_to_hypernym
return,travel,hyponym_to_hypernym
overbid,bid,hyponym_to_hypernym
cover,protect,hyponym_to_hypernym
debut,play,hyponym_to_hypernym
romanticize,change,hyponym_to_hypernym
rasp,abrade,hyponym_to_hypernym
housekeep,keep,hyponym_to_hypernym
even,change,hyponym_to_hypernym
improvise,cope,hyponym_to_hypernym
billow,soar,hyponym_to_hypernym
outguess,predict,hyponym_to_hypernym
polychrome,color,hyponym_to_hypernym
explode,react,hyponym_to_hypernym
denationalize,change,hyponym_to_hypernym
mantle,diffuse,hyponym_to_hypernym
anthropomorphize,impute,hyponym_to_hypernym
masquerade,disguise,hyponym_to_hypernym
boomerang,return,hyponym_to_hypernym
crib,cheat,hyponym_to_hypernym
stratify,inseminate,hyponym_to_hypernym
evaluate,think,hyponym_to_hypernym
demagnetize,change,hyponym_to_hypernym
filiate,determine,hyponym_to_hypernym
impute,evaluate,hyponym_to_hypernym
body,embody,hyponym_to_hypernym
slip,insert,hyponym_to_hypernym
load,put,hyponym_to_hypernym
spurt,pour,hyponym_to_hypernym
quadruple,multiply,hyponym_to_hypernym
volley,disperse,hyponym_to_hypernym
burp,emit,hyponym_to_hypernym
craze,crack,hyponym_to_hypernym
control,see,hyponym_to_hypernym
assay,analyze,hyponym_to_hypernym
secrete,hide,hyponym_to_hypernym
defray,pay,hyponym_to_hypernym
whiff,blow,hyponym_to_hypernym
labor,work,hyponym_to_hypernym
clear,clarify,hyponym_to_hypernym
cup,treat,hyponym_to_hypernym
tear,cry,hyponym_to_hypernym
justify,adjust,hyponym_to_hypernym
encourage,induce,hyponym_to_hypernym
commute,travel,hyponym_to_hypernym
explode,disprove,hyponym_to_hypernym
argue,present,hyponym_to_hypernym
report,inform,hyponym_to_hypernym
turtle,hunt,hyponym_to_hypernym
digest,change,hyponym_to_hypernym
rein,stop,hyponym_to_hypernym
demur,object,hyponym_to_hypernym
snarl,complicate,hyponym_to_hypernym
dissolve,snap,hyponym_to_hypernym
deaden,convert,hyponym_to_hypernym
top,snip,hyponym_to_hypernym
belabour,beat,hyponym_to_hypernym
aerosolize,scatter,hyponym_to_hypernym
parcel,divide,hyponym_to_hypernym
stucco,decorate,hyponym_to_hypernym
demand,summon,hyponym_to_hypernym
catapult,propel,hyponym_to_hypernym
unitize,divide,hyponym_to_hypernym
scatter,discharge,hyponym_to_hypernym
rewrite,write,hyponym_to_hypernym
gas,attack,hyponym_to_hypernym
lap,drink,hyponym_to_hypernym
slip,pass,hyponym_to_hypernym
gulp,drink,hyponym_to_hypernym
rehabilitate,restore,hyponym_to_hypernym
assert,behave,hyponym_to_hypernym
trill,pronounce,hyponym_to_hypernym
seed,inoculate,hyponym_to_hypernym
bombproof,proof,hyponym_to_hypernym
upheave,heave,hyponym_to_hypernym
strike,attack,hyponym_to_hypernym
prove,authenticate,hyponym_to_hypernym
dose,process,hyponym_to_hypernym
sugarcoat,sweeten,hyponym_to_hypernym
spur,goad,hyponym_to_hypernym
park,put,hyponym_to_hypernym
expedite,action,hyponym_to_hypernym
mature,change,hyponym_to_hypernym
promise,declare,hyponym_to_hypernym
help,better,hyponym_to_hypernym
cube,cut,hyponym_to_hypernym
remount,horse,hyponym_to_hypernym
edge,advance,hyponym_to_hypernym
drink,use,hyponym_to_hypernym
order,request,hyponym_to_hypernym
boost,increase,hyponym_to_hypernym
survive,overcome,hyponym_to_hypernym
pad,fill,hyponym_to_hypernym
pare,cut,hyponym_to_hypernym
susurrate,murmur,hyponym_to_hypernym
sigh,breathe,hyponym_to_hypernym
fritter,consume,hyponym_to_hypernym
roughcast,plaster,hyponym_to_hypernym
rhumba,dance,hyponym_to_hypernym
dive,descend,hyponym_to_hypernym
sublimate,redirect,hyponym_to_hypernym
paint,create,hyponym_to_hypernym
intrude,enter,hyponym_to_hypernym
raise,move,hyponym_to_hypernym
signpost,mark,hyponym_to_hypernym
sin,transgress,hyponym_to_hypernym
round,change,hyponym_to_hypernym
grope,caress,hyponym_to_hypernym
serve,spend,hyponym_to_hypernym
bare,uncover,hyponym_to_hypernym
queen,promote,hyponym_to_hypernym
collocate,group,hyponym_to_hypernym
enlighten,prophesy,hyponym_to_hypernym
antagonize,act,hyponym_to_hypernym
traffic,trade,hyponym_to_hypernym
repress,oppress,hyponym_to_hypernym
introduce,establish,hyponym_to_hypernym
dunk,shoot,hyponym_to_hypernym
register,show,hyponym_to_hypernym
outsource,source,hyponym_to_hypernym
beware,watch,hyponym_to_hypernym
suit,meet,hyponym_to_hypernym
borrow,get,hyponym_to_hypernym
bring,attract,hyponym_to_hypernym
top,supply,hyponym_to_hypernym
ruggedize,strengthen,hyponym_to_hypernym
nest,populate,hyponym_to_hypernym
become,turn,hyponym_to_hypernym
find,get,hyponym_to_hypernym
honeycomb,penetrate,hyponym_to_hypernym
pound,restrain,hyponym_to_hypernym
scald,process,hyponym_to_hypernym
racketeer,conduct,hyponym_to_hypernym
opacify,change,hyponym_to_hypernym
vivify,change,hyponym_to_hypernym
complain,charge,hyponym_to_hypernym
maneuver,act,hyponym_to_hypernym
approbate,accept,hyponym_to_hypernym
outbrave,resist,hyponym_to_hypernym
inform,change,hyponym_to_hypernym
address,label,hyponym_to_hypernym
assist,work,hyponym_to_hypernym
leave,yield,hyponym_to_hypernym
concert,plan,hyponym_to_hypernym
crow,utter,hyponym_to_hypernym
draw,move,hyponym_to_hypernym
pin,attack,hyponym_to_hypernym
glower,stare,hyponym_to_hypernym
splice,join,hyponym_to_hypernym
joint,separate,hyponym_to_hypernym
net,profit,hyponym_to_hypernym
chloroform,anesthetize,hyponym_to_hypernym
lower,change,hyponym_to_hypernym
vary,diversify,hyponym_to_hypernym
inhale,breathe,hyponym_to_hypernym
seam,join,hyponym_to_hypernym
disenchant,disappoint,hyponym_to_hypernym
scud,sail,hyponym_to_hypernym
vindicate,acquit,hyponym_to_hypernym
track,observe,hyponym_to_hypernym
sheer,steer,hyponym_to_hypernym
declare,affirm,hyponym_to_hypernym
wait,act,hyponym_to_hypernym
jaundice,affect,hyponym_to_hypernym
decoct,boil,hyponym_to_hypernym
maul,cleave,hyponym_to_hypernym
wallop,overcome,hyponym_to_hypernym
sweep,cover,hyponym_to_hypernym
vasectomize,sterilize,hyponym_to_hypernym
strip,milk,hyponym_to_hypernym
plead,apologize,hyponym_to_hypernym
submit,refer,hyponym_to_hypernym
plagiarize,steal,hyponym_to_hypernym
expand,grow,hyponym_to_hypernym
truncate,shorten,hyponym_to_hypernym
shade,draw,hyponym_to_hypernym
badger,persuade,hyponym_to_hypernym
recharge,charge,hyponym_to_hypernym
hallucinate,perceive,hyponym_to_hypernym
chariot,ride,hyponym_to_hypernym
honk,utter,hyponym_to_hypernym
pain,upset,hyponym_to_hypernym
ferment,seethe,hyponym_to_hypernym
department,sector,hyponym_to_hypernym
reprehensibility,evil,hyponym_to_hypernym
stand,measure,hyponym_to_hypernym
chafing,tenderness,hyponym_to_hypernym
lather,foam,hyponym_to_hypernym
alternate,act,hyponym_to_hypernym
roughness,texture,hyponym_to_hypernym
muscle,contractor,hyponym_to_hypernym
loyalist,supporter,hyponym_to_hypernym
safety,score,hyponym_to_hypernym
skitter,twitch,hyponym_to_hypernym
assizes,court,hyponym_to_hypernym
gulp,swallow,hyponym_to_hypernym
hitch,knot,hyponym_to_hypernym
cicerone,guide,hyponym_to_hypernym
aminoplast,plastic,hyponym_to_hypernym
victual,eat,hyponym_to_hypernym
stovepiping,retrieval,hyponym_to_hypernym
pleasantness,pleasure,hyponym_to_hypernym
leatherwood,shrub,hyponym_to_hypernym
marlin,billfish,hyponym_to_hypernym
fenestration,operation,hyponym_to_hypernym
hosier,shopkeeper,hyponym_to_hypernym
hotbed,situation,hyponym_to_hypernym
fret,annoy,hyponym_to_hypernym
strap,sharpen,hyponym_to_hypernym
snapshot,photograph,hyponym_to_hypernym
epilepsy,encephalopathy,hyponym_to_hypernym
prologue,introduction,hyponym_to_hypernym
inclusion,involvement,hyponym_to_hypernym
cannibalize,use,hyponym_to_hypernym
trireme,galley,hyponym_to_hypernym
echinocactus,cactus,hyponym_to_hypernym
monologuize,talk,hyponym_to_hypernym
candle,examine,hyponym_to_hypernym
poll,parrot,hyponym_to_hypernym
berry,pick,hyponym_to_hypernym
piping,playing,hyponym_to_hypernym
bursary,treasury,hyponym_to_hypernym
expurgator,editor,hyponym_to_hypernym
dime,coin,hyponym_to_hypernym
dawah,mission,hyponym_to_hypernym
impact,contact,hyponym_to_hypernym
garlic,flavorer,hyponym_to_hypernym
turntable,platform,hyponym_to_hypernym
sandbag,hit,hyponym_to_hypernym
ribgrass,plantain,hyponym_to_hypernym
bejewel,decorate,hyponym_to_hypernym
hydromel,beverage,hyponym_to_hypernym
janitor,custodian,hyponym_to_hypernym
intactness,perfection,hyponym_to_hypernym
underestimate,misjudge,hyponym_to_hypernym
harmfulness,destructiveness,hyponym_to_hypernym
stonecutter,quarryman,hyponym_to_hypernym
sycamore,tree,hyponym_to_hypernym
intercourse,intercommunication,hyponym_to_hypernym
deoxythymidine,nucleoside,hyponym_to_hypernym
revisit,return,hyponym_to_hypernym
agammaglobulinemia,immunodeficiency,hyponym_to_hypernym
tower,structure,hyponym_to_hypernym
titer,concentration,hyponym_to_hypernym
adenitis,inflammation,hyponym_to_hypernym
corditis,inflammation,hyponym_to_hypernym
benchmark,standard,hyponym_to_hypernym
programmer,engineer,hyponym_to_hypernym
feel,search,hyponym_to_hypernym
epigenesis,metamorphism,hyponym_to_hypernym
part,thing,hyponym_to_hypernym
gibberellin,phytohormone,hyponym_to_hypernym
bookmark,marker,hyponym_to_hypernym
ridge,cover,hyponym_to_hypernym
repeater,person,hyponym_to_hypernym
maneuver,motion,hyponym_to_hypernym
load,transfer,hyponym_to_hypernym
checker,examiner,hyponym_to_hypernym
monolingual,person,hyponym_to_hypernym
rattrap,difficulty,hyponym_to_hypernym
transfer,shift,hyponym_to_hypernym
bundle,sleep,hyponym_to_hypernym
bedwetter,pisser,hyponym_to_hypernym
newspeak,fabrication,hyponym_to_hypernym
snicker,laugh,hyponym_to_hypernym
onrush,rush,hyponym_to_hypernym
pyromancy,divination,hyponym_to_hypernym
rush,travel,hyponym_to_hypernym
truckling,obedience,hyponym_to_hypernym
salvage,rescue,hyponym_to_hypernym
eruption,action,hyponym_to_hypernym
huarache,sandal,hyponym_to_hypernym
unscrupulousness,dishonesty,hyponym_to_hypernym
glucoside,glycoside,hyponym_to_hypernym
hugger,person,hyponym_to_hypernym
skidder,tractor,hyponym_to_hypernym
equality,sameness,hyponym_to_hypernym
remise,outbuilding,hyponym_to_hypernym
absence,nonattendance,hyponym_to_hypernym
essonite,garnet,hyponym_to_hypernym
rusticate,banish,hyponym_to_hypernym
dean,cardinal,hyponym_to_hypernym
forelock,hair,hyponym_to_hypernym
dislocate,displace,hyponym_to_hypernym
stockholder,investor,hyponym_to_hypernym
bellows,blower,hyponym_to_hypernym
mahoe,hibiscus,hyponym_to_hypernym
genealogy,discipline,hyponym_to_hypernym
nuthatch,oscine,hyponym_to_hypernym
neostigmine,anticholinesterase,hyponym_to_hypernym
project,send,hyponym_to_hypernym
spackle,plaster,hyponym_to_hypernym
zodiac,region,hyponym_to_hypernym
